,Parabacteroides distasonis ATCC 8503_0.01.pkl,Bifidobacterium longum strain DSM 20219_0.01.pkl,Ruminococcus gnavus ATCC 29149_0.01.pkl,Bacteroides vulgatus ATCC 8482_0.01.pkl,Lactococcus lactis subsp. lactis Il1403_0.01.pkl
R. gnavus_gapfilled_57,,,"{'EX_cpd00023_e': 0.0010528397898744916, 'EX_cpd11595_e': 0.001052839789886824, 'EX_cpd00027_e': 0.001052839789886824, 'EX_cpd01171_e': 0.0010528397899047517, 'EX_cpd08306_e': 0.001052839789888454, 'EX_cpd00309_e': 0.001052839789888454, 'EX_cpd00540_e': 0.001052839789888454, 'EX_cpd11597_e': 0.001052839789888454, 'EX_cpd08305_e': 0.001052839789888454, 'EX_cpd00039_e': 0.001052839789888454, 'EX_cpd00011_e': 0.0031825359241812543, 'EX_cpd00322_e': 0.0010528397889138445, 'EX_cpd00111_e': 0.0010528397882814892, 'EX_cpd00028_e': 0.0010528397889138445, 'EX_cpd00066_e': 0.0010528397889138445, 'EX_cpd01188_e': 0.0010528397889138445, 'EX_cpd01080_e': 0.0010528397889138445, 'EX_cpd00010_e': 0.0010528397889138445, 'EX_cpd00264_e': 0.0010528397889138445, 'EX_cpd11606_e': 0.0010528397889138445, 'EX_cpd00069_e': 0.0010528397889138445, 'EX_cpd00060_e': 0.0010528397890882312, 'EX_cpd00305_e': 0.0010528397889138445}",,
R. gnavus_gapfilled_58,,,"{'EX_cpd00023_e': 0.00105283978989736, 'EX_cpd11595_e': 0.0010528397898921826, 'EX_cpd00027_e': 0.0010528397898921826, 'EX_cpd01171_e': 0.0010528397899050204, 'EX_cpd08306_e': 0.0010528397898921832, 'EX_cpd00309_e': 0.0010528397898922793, 'EX_cpd00540_e': 0.0010528397898921832, 'EX_cpd11597_e': 0.0010528397898921832, 'EX_cpd08305_e': 0.0010528397898921832, 'EX_cpd00039_e': 0.0010528397898921832, 'EX_cpd00011_e': 0.0031825359242095975, 'EX_cpd00322_e': 0.0010528397898923992, 'EX_cpd00111_e': 0.0010528397900552379, 'EX_cpd00028_e': 0.0010528397898923992, 'EX_cpd00066_e': 0.0010528397898923992, 'EX_cpd01188_e': 0.0010528397898923992, 'EX_cpd01080_e': 0.0010528397898923992, 'EX_cpd00010_e': 0.0010528397898923992, 'EX_cpd00264_e': 0.0010528397898923992, 'EX_cpd11606_e': 0.0010528397898923992, 'EX_cpd00069_e': 0.0010528397898923992, 'EX_cpd00060_e': 0.0010528397895880537, 'EX_cpd00305_e': 0.0010528397898923992}",,
R. gnavus_gapfilled_59,,,"{'EX_cpd00023_e': 0.0010528397899386838, 'EX_cpd11595_e': 0.0010528397898832112, 'EX_cpd00027_e': 0.0010528397899268026, 'EX_cpd01171_e': 0.0010528397898754457, 'EX_cpd08306_e': 0.0010528397898831078, 'EX_cpd00309_e': 0.0010528397898843505, 'EX_cpd00540_e': 0.0010528397898831078, 'EX_cpd11597_e': 0.0010528397898831078, 'EX_cpd08305_e': 0.0010528397898831078, 'EX_cpd00039_e': 0.0010528397899250426, 'EX_cpd00011_e': 0.0031825359241731124, 'EX_cpd00322_e': 0.0010528397898833832, 'EX_cpd00111_e': 0.0010528397898833832, 'EX_cpd00028_e': 0.0010528397898833832, 'EX_cpd00066_e': 0.0010528397898833832, 'EX_cpd01188_e': 0.0010528397898833832, 'EX_cpd01080_e': 0.0010528397898833832, 'EX_cpd00010_e': 0.0010528397898833832, 'EX_cpd00264_e': 0.0010528397898833832, 'EX_cpd11606_e': 0.0010528397898833832, 'EX_cpd00069_e': 0.0010528397898833832, 'EX_cpd00060_e': 0.001052839789697367, 'EX_cpd00305_e': 0.0010528397898833832}",,
R. gnavus_gapfilled_60,,,"{'EX_cpd00023_e': 0.0010528397898905894, 'EX_cpd11595_e': 0.001052839789880691, 'EX_cpd00027_e': 0.001052839789880691, 'EX_cpd01171_e': 0.0010528397898854815, 'EX_cpd08306_e': 0.001052839789883806, 'EX_cpd00309_e': 0.0010528397898808756, 'EX_cpd00540_e': 0.001052839789883806, 'EX_cpd11597_e': 0.001052839789883806, 'EX_cpd08305_e': 0.001052839789883806, 'EX_cpd00039_e': 0.001052839789883806, 'EX_cpd00011_e': 0.0031825359241794303, 'EX_cpd00322_e': 0.0010528397898674818, 'EX_cpd00111_e': 0.0010528397897861224, 'EX_cpd00028_e': 0.0010528397898674818, 'EX_cpd00066_e': 0.0010528397898674818, 'EX_cpd01188_e': 0.0010528397898674818, 'EX_cpd01080_e': 0.0010528397898674818, 'EX_cpd00010_e': 0.0010528397898674818, 'EX_cpd00264_e': 0.0010528397898674818, 'EX_cpd11606_e': 0.0010528397898674818, 'EX_cpd00069_e': 0.0010528397898674818, 'EX_cpd00060_e': 0.0010528397900430731, 'EX_cpd00305_e': 0.0010528397898674818}",,
R. gnavus_gapfilled_61,,,"{'EX_cpd00023_e': 0.0010530460473656181, 'EX_cpd11595_e': 0.0010530460473656181, 'EX_cpd00027_e': 0.0010530460473656181, 'EX_cpd01171_e': 0.001053046047365399, 'EX_cpd08306_e': 0.0010530460473656186, 'EX_cpd00309_e': 0.0010530460473655576, 'EX_cpd00540_e': 0.0010530460473656186, 'EX_cpd11597_e': 0.0010530460473656186, 'EX_cpd08305_e': 0.0010530460473656186, 'EX_cpd00039_e': 0.0010530460473656186, 'EX_cpd00011_e': 0.003183102542217751, 'EX_cpd00322_e': 0.0010530460473656051, 'EX_cpd00111_e': 0.0010530460473232126, 'EX_cpd00028_e': 0.0010530460473656051, 'EX_cpd00066_e': 0.0010530460473656051, 'EX_cpd01188_e': 0.0010530460473656051, 'EX_cpd01080_e': 0.0010530460473656051, 'EX_cpd00010_e': 0.0010530460473656051, 'EX_cpd00264_e': 0.0010530460473656051, 'EX_cpd11606_e': 0.0010530460473656051, 'EX_cpd00069_e': 0.0010530460473656051, 'EX_cpd00060_e': 0.001053046047349122, 'EX_cpd00305_e': 0.0010530460473656051}",,
R. gnavus_gapfilled_62,,,"{'EX_cpd00023_e': 0.0010528397899150816, 'EX_cpd11595_e': 0.001052839789922373, 'EX_cpd00027_e': 0.001052839789922373, 'EX_cpd01171_e': 0.0010528397899280735, 'EX_cpd08306_e': 0.001052839789922373, 'EX_cpd00309_e': 0.001052839789922373, 'EX_cpd00540_e': 0.001052839789922373, 'EX_cpd11597_e': 0.001052839789922373, 'EX_cpd08305_e': 0.001052839789922373, 'EX_cpd00039_e': 0.001052839789922373, 'EX_cpd00011_e': 0.008213236502051843, 'EX_cpd00322_e': 0.001052839789922373, 'EX_cpd00111_e': 0.0010528397780909407, 'EX_cpd00028_e': 0.001052839789922373, 'EX_cpd00066_e': 0.001052839789922373, 'EX_cpd01188_e': 0.001052839789922373, 'EX_cpd01080_e': 0.001052839789922373, 'EX_cpd00010_e': 0.001052839789922373, 'EX_cpd00264_e': 0.001052839789922373, 'EX_cpd11606_e': 0.001052839789922373, 'EX_cpd00069_e': 0.001052839789922373, 'EX_cpd00060_e': 0.0010528398242708647, 'EX_cpd00305_e': 0.001052839789922373}",,
R. gnavus_gapfilled_63,,,"{'EX_cpd00023_e': 0.0010267052293349203, 'EX_cpd11595_e': 0.001026705229315829, 'EX_cpd00027_e': 0.001026705229315829, 'EX_cpd01171_e': 0.0010267052293011932, 'EX_cpd08306_e': 0.0010267052293198914, 'EX_cpd00309_e': 0.0010267052293198914, 'EX_cpd00540_e': 0.0010267052293198914, 'EX_cpd11597_e': 0.0010267052293198914, 'EX_cpd08305_e': 0.0010267052293198914, 'EX_cpd00039_e': 0.0010267052293198914, 'EX_cpd00011_e': 0.0031923935740084284, 'EX_cpd00322_e': 0.001026705229315598, 'EX_cpd00111_e': 0.001026705229315598, 'EX_cpd00028_e': 0.001026705229315598, 'EX_cpd00066_e': 0.001026705229315598, 'EX_cpd01188_e': 0.001026705229315598, 'EX_cpd01080_e': 0.001026705229315598, 'EX_cpd00010_e': 0.001026705229315598, 'EX_cpd00264_e': 0.001026705229315598, 'EX_cpd11606_e': 0.001026705229315598, 'EX_cpd00069_e': 0.001026705229315598, 'EX_cpd00060_e': 0.001026705229315598, 'EX_cpd00305_e': 0.001026705229315598}",,
R. gnavus_gapfilled_64,,,"{'EX_cpd00023_e': 0.0011119965503484195, 'EX_cpd11595_e': 0.0011119965462140014, 'EX_cpd00027_e': 0.0011119965458957735, 'EX_cpd01171_e': 0.001123850599092127, 'EX_cpd08306_e': 0.0011119965503405835, 'EX_cpd00309_e': 0.0011119965503405835, 'EX_cpd00540_e': 0.0011119965503405835, 'EX_cpd11597_e': 0.0011119965503405835, 'EX_cpd08305_e': 0.0011119965503405835, 'EX_cpd00039_e': 0.0011119965503405835, 'EX_cpd00011_e': 0.020139218624541672, 'EX_cpd00322_e': 0.0011119965503407175, 'EX_cpd00111_e': 0.0011119965503407175, 'EX_cpd00028_e': 0.0011119965503407175, 'EX_cpd00066_e': 0.0011119965503407175, 'EX_cpd01188_e': 0.0011119965503407175, 'EX_cpd01080_e': 0.0011119965503407175, 'EX_cpd00010_e': 0.0011119965503407175, 'EX_cpd00264_e': 0.0011119965503407175, 'EX_cpd11606_e': 0.0011119965503407175, 'EX_cpd00069_e': 0.0011119965503407175, 'EX_cpd00060_e': 0.0011119965503407175, 'EX_cpd00305_e': 0.0011119965503407175}",,
R. gnavus_gapfilled_65,,,"{'EX_cpd00023_e': 0.001053046047365618, 'EX_cpd11595_e': 0.0010530460473568357, 'EX_cpd00027_e': 0.0010530460473568357, 'EX_cpd01171_e': 0.001053046047367494, 'EX_cpd08306_e': 0.0010530460473568357, 'EX_cpd00309_e': 0.0010530460473568357, 'EX_cpd00540_e': 0.0010530460473568357, 'EX_cpd11597_e': 0.0010530460473568357, 'EX_cpd08305_e': 0.0010530460473568357, 'EX_cpd00039_e': 0.0010530460473568357, 'EX_cpd00011_e': 0.0031831025421998737, 'EX_cpd00322_e': 0.0010530460473568359, 'EX_cpd00111_e': 0.0010530460473566195, 'EX_cpd00028_e': 0.0010530460473568359, 'EX_cpd00066_e': 0.0010530460473568359, 'EX_cpd01188_e': 0.0010530460473568359, 'EX_cpd01080_e': 0.0010530460473568359, 'EX_cpd00010_e': 0.0010530460473568359, 'EX_cpd00264_e': 0.0010530460473568359, 'EX_cpd11606_e': 0.0010530460473568359, 'EX_cpd00069_e': 0.0010530460473568359, 'EX_cpd00060_e': 0.0010530460473566565, 'EX_cpd00305_e': 0.0010530460473568359}",,
R. gnavus_gapfilled_66,,,"{'EX_cpd00023_e': 0.0010528397899079523, 'EX_cpd11595_e': 0.0010528397898916589, 'EX_cpd00027_e': 0.001052839789891635, 'EX_cpd01171_e': 0.001052839789900962, 'EX_cpd08306_e': 0.0010528397898916589, 'EX_cpd00309_e': 0.0010528397898916589, 'EX_cpd00540_e': 0.0010528397898916589, 'EX_cpd11597_e': 0.0010528397898916589, 'EX_cpd08305_e': 0.0010528397898916589, 'EX_cpd00039_e': 0.0010528397899901819, 'EX_cpd00011_e': 0.0031825359241790187, 'EX_cpd00322_e': 0.0010528397898785678, 'EX_cpd00111_e': 0.0010528397898785678, 'EX_cpd00028_e': 0.0010528397898785678, 'EX_cpd00066_e': 0.0010528397898785678, 'EX_cpd01188_e': 0.0010528397898785678, 'EX_cpd01080_e': 0.0010528397898785678, 'EX_cpd00010_e': 0.0010528397898785678, 'EX_cpd00264_e': 0.0010528397898785678, 'EX_cpd11606_e': 0.0010528397898785678, 'EX_cpd00069_e': 0.0010528397898785678, 'EX_cpd00060_e': 0.0010528397898785678, 'EX_cpd00305_e': 0.0010528397898785678}",,
R. gnavus_gapfilled_67,,,"{'EX_cpd00023_e': 0.001026436566016649, 'EX_cpd11595_e': 0.0010264365660165654, 'EX_cpd00027_e': 0.0010264365658195062, 'EX_cpd01171_e': 0.0010264365660166532, 'EX_cpd08306_e': 0.001026436566016653, 'EX_cpd00309_e': 0.001026436566016653, 'EX_cpd00540_e': 0.001026436566016653, 'EX_cpd11597_e': 0.001026436566016653, 'EX_cpd08305_e': 0.001026436566016653, 'EX_cpd00039_e': 0.001026436566016653, 'EX_cpd00011_e': 0.003197656047027349, 'EX_cpd00322_e': 0.0010264365660166538, 'EX_cpd00111_e': 0.0010264365660166538, 'EX_cpd00028_e': 0.0010264365660166538, 'EX_cpd00066_e': 0.0010264365660166538, 'EX_cpd01188_e': 0.0010264365660166538, 'EX_cpd01080_e': 0.0010264365660166538, 'EX_cpd00010_e': 0.0010264365660166538, 'EX_cpd00264_e': 0.0010264365660166538, 'EX_cpd11606_e': 0.0010264365660166538, 'EX_cpd00069_e': 0.0010264365660166538, 'EX_cpd00060_e': 0.0010264365660166538, 'EX_cpd00305_e': 0.0010264365660166538}",,
R. gnavus_gapfilled_68,,,"{'EX_cpd00023_e': 0.0012678733905362243, 'EX_cpd11595_e': 0.001267873390536217, 'EX_cpd00027_e': 0.0012678733905547388, 'EX_cpd01171_e': 0.0012678733905549181, 'EX_cpd08306_e': 0.0012678733905362167, 'EX_cpd00309_e': 0.0012678733905461248, 'EX_cpd00540_e': 0.0012678733905362167, 'EX_cpd11597_e': 0.0012678733905362167, 'EX_cpd08305_e': 0.0012678733905362167, 'EX_cpd00039_e': 0.0012678733905362167, 'EX_cpd00011_e': 0.0036808487371279897, 'EX_cpd00322_e': 0.0012678733905361807, 'EX_cpd00111_e': 0.0012678733905361807, 'EX_cpd00028_e': 0.0012678733905361807, 'EX_cpd00066_e': 0.0012678733905361807, 'EX_cpd01188_e': 0.0012678733905361807, 'EX_cpd01080_e': 0.0012678733905361807, 'EX_cpd00010_e': 0.0012678733905361807, 'EX_cpd00264_e': 0.0012678733905361807, 'EX_cpd11606_e': 0.0012678733905361807, 'EX_cpd00069_e': 0.0012678733905361807, 'EX_cpd00060_e': 0.0012678733905361807, 'EX_cpd00305_e': 0.0012678733905361807}",,
R. gnavus_gapfilled_69,,,"{'EX_cpd00023_e': 0.0010265048042072643, 'EX_cpd11595_e': 0.0010265048041902065, 'EX_cpd00027_e': 0.0010265048042279058, 'EX_cpd01171_e': 0.001026504804213951, 'EX_cpd08306_e': 0.0010265048042011064, 'EX_cpd00309_e': 0.0010265048042120064, 'EX_cpd00540_e': 0.0010265048042011064, 'EX_cpd11597_e': 0.0010265048042011064, 'EX_cpd08305_e': 0.0010265048042011064, 'EX_cpd00039_e': 0.0010265048042011064, 'EX_cpd00011_e': 0.003191823643673437, 'EX_cpd00322_e': 0.0010265048042177119, 'EX_cpd00111_e': 0.0010265048042177119, 'EX_cpd00028_e': 0.0010265048042177119, 'EX_cpd00066_e': 0.0010265048042177119, 'EX_cpd01188_e': 0.0010265048042177119, 'EX_cpd01080_e': 0.0010265048042177119, 'EX_cpd00010_e': 0.0010265048042177119, 'EX_cpd00264_e': 0.0010265048042177119, 'EX_cpd11606_e': 0.0010265048042177119, 'EX_cpd00069_e': 0.0010265048042177119, 'EX_cpd00060_e': 0.0010265048042177119, 'EX_cpd00305_e': 0.0010265048042177119}",,
R. gnavus_gapfilled_70,,,"{'EX_cpd00023_e': 0.0012710361884136895, 'EX_cpd11595_e': 0.0012710361884131773, 'EX_cpd00027_e': 0.0012710361884029444, 'EX_cpd01171_e': 0.0012710361884133473, 'EX_cpd08306_e': 0.0012710361884131726, 'EX_cpd00309_e': 0.0012710361884177193, 'EX_cpd00540_e': 0.0012710361884131726, 'EX_cpd11597_e': 0.0012710361884131726, 'EX_cpd08305_e': 0.0012710361884131726, 'EX_cpd00039_e': 0.0012710361884131726, 'EX_cpd00011_e': 0.003673379146689844, 'EX_cpd00322_e': 0.0012710361884131346, 'EX_cpd00111_e': 0.0012710361884131346, 'EX_cpd00028_e': 0.0012710361884131346, 'EX_cpd00066_e': 0.0012710361884131346, 'EX_cpd01188_e': 0.0012710361884131346, 'EX_cpd01080_e': 0.0012710361884131346, 'EX_cpd00010_e': 0.0012710361884131346, 'EX_cpd00264_e': 0.0012710361884131346, 'EX_cpd11606_e': 0.0012710361884131346, 'EX_cpd00069_e': 0.0012710361884131346, 'EX_cpd00060_e': 0.0012710361884131346, 'EX_cpd00305_e': 0.0012710361884131346}",,
R. gnavus_gapfilled_71,,,"{'EX_cpd00023_e': 0.0010528397899243203, 'EX_cpd11595_e': 0.0010528397898975405, 'EX_cpd00027_e': 0.0010528397898832826, 'EX_cpd01171_e': 0.0010528397899017816, 'EX_cpd08306_e': 0.0010528397898975305, 'EX_cpd00309_e': 0.0010528397898973035, 'EX_cpd00540_e': 0.0010528397898975305, 'EX_cpd11597_e': 0.0010528397898975305, 'EX_cpd08305_e': 0.0010528397898975305, 'EX_cpd00039_e': 0.0010528397898975305, 'EX_cpd00011_e': 0.0031825359242073966, 'EX_cpd00322_e': 0.00105283978989737, 'EX_cpd00111_e': 0.00105283978989737, 'EX_cpd00028_e': 0.00105283978989737, 'EX_cpd00066_e': 0.00105283978989737, 'EX_cpd01188_e': 0.00105283978989737, 'EX_cpd01080_e': 0.00105283978989737, 'EX_cpd00010_e': 0.00105283978989737, 'EX_cpd00264_e': 0.00105283978989737, 'EX_cpd11606_e': 0.00105283978989737, 'EX_cpd00069_e': 0.00105283978989737, 'EX_cpd00060_e': 0.00105283978989737, 'EX_cpd00305_e': 0.00105283978989737}",,
R. gnavus_gapfilled_72,,,"{'EX_cpd00023_e': 0.0010528397899057236, 'EX_cpd11595_e': 0.0010528397899057197, 'EX_cpd00027_e': 0.0010528397899259691, 'EX_cpd01171_e': 0.0010528397899032679, 'EX_cpd08306_e': 0.0010528397899057247, 'EX_cpd00309_e': 0.0010528397899057247, 'EX_cpd00540_e': 0.0010528397899057247, 'EX_cpd11597_e': 0.0010528397899057247, 'EX_cpd08305_e': 0.0010528397899057247, 'EX_cpd00039_e': 0.0010528397899057247, 'EX_cpd00011_e': 0.0031825359242091842, 'EX_cpd00322_e': 0.001052839789905722, 'EX_cpd00111_e': 0.001052839789905722, 'EX_cpd00028_e': 0.001052839789905722, 'EX_cpd00066_e': 0.001052839789905722, 'EX_cpd01188_e': 0.001052839789905722, 'EX_cpd01080_e': 0.001052839789905722, 'EX_cpd00010_e': 0.001052839789905722, 'EX_cpd00264_e': 0.001052839789905722, 'EX_cpd11606_e': 0.001052839789905722, 'EX_cpd00069_e': 0.001052839789905722, 'EX_cpd00060_e': 0.001052839789905722, 'EX_cpd00305_e': 0.001052839789905722}",,
R. gnavus_gapfilled_73,,,"{'EX_cpd00023_e': 0.0010528398122416514, 'EX_cpd11595_e': 0.0010528397898628876, 'EX_cpd00027_e': 0.0010528397898628876, 'EX_cpd01171_e': 0.001052839789882986, 'EX_cpd08306_e': 0.0010528397898692757, 'EX_cpd00309_e': 0.0010528397898692757, 'EX_cpd00540_e': 0.0010528397898692757, 'EX_cpd11597_e': 0.0010528397898692757, 'EX_cpd08305_e': 0.0010528397898692757, 'EX_cpd00039_e': 0.0010528397898692757, 'EX_cpd00011_e': 0.0031825359242470433, 'EX_cpd00322_e': 0.0010528397898778446, 'EX_cpd00111_e': 0.0010528397898778446, 'EX_cpd00028_e': 0.0010528397898778446, 'EX_cpd00066_e': 0.0010528397898778446, 'EX_cpd01188_e': 0.0010528397898778446, 'EX_cpd01080_e': 0.0010528397898778446, 'EX_cpd00010_e': 0.0010528397898778446, 'EX_cpd00264_e': 0.0010528397898778446, 'EX_cpd11606_e': 0.0010528397898778446, 'EX_cpd00069_e': 0.0010528397898778446, 'EX_cpd00060_e': 0.0010528397898778446, 'EX_cpd00305_e': 0.0010528397898778446}",,
R. gnavus_gapfilled_74,,,"{'EX_cpd00023_e': 0.0010528397898958253, 'EX_cpd11595_e': 0.0010528397899566082, 'EX_cpd00027_e': 0.0010528397899660928, 'EX_cpd01171_e': 0.0010528397899376386, 'EX_cpd08306_e': 0.0010528397899566082, 'EX_cpd00309_e': 0.0010528397899613505, 'EX_cpd00540_e': 0.0010528397899566082, 'EX_cpd11597_e': 0.0010528397899566082, 'EX_cpd08305_e': 0.0010528397899566082, 'EX_cpd00039_e': 0.0010528397899724161, 'EX_cpd00011_e': 0.003182535924108919, 'EX_cpd00322_e': 0.0010528397899427387, 'EX_cpd00111_e': 0.0010528397900664021, 'EX_cpd00028_e': 0.0010528397899427387, 'EX_cpd00066_e': 0.0010528397899427387, 'EX_cpd01188_e': 0.0010528397899427387, 'EX_cpd01080_e': 0.0010528397899427387, 'EX_cpd00010_e': 0.0010528397899427387, 'EX_cpd00264_e': 0.0010528397899427387, 'EX_cpd11606_e': 0.0010528397899427387, 'EX_cpd00069_e': 0.0010528397899427387, 'EX_cpd00060_e': 0.0010528397901589288, 'EX_cpd00305_e': 0.0010528397899427387}",,
R. gnavus_gapfilled_75,,,"{'EX_cpd00023_e': 0.0010528397898808203, 'EX_cpd11595_e': 0.0010528397895507142, 'EX_cpd00027_e': 0.0010528397895481361, 'EX_cpd01171_e': 0.0010528397895923141, 'EX_cpd08306_e': 0.0010528397895544818, 'EX_cpd00309_e': 0.0010528397895702669, 'EX_cpd00540_e': 0.0010528397895544818, 'EX_cpd11597_e': 0.0010528397895544818, 'EX_cpd08305_e': 0.0010528397895544818, 'EX_cpd00039_e': 0.0010528397895123367, 'EX_cpd00011_e': 0.00318253592418406, 'EX_cpd00322_e': 0.0010528397891325977, 'EX_cpd00111_e': 0.0010528397888599267, 'EX_cpd00028_e': 0.0010528397891325977, 'EX_cpd00066_e': 0.0010528397891325977, 'EX_cpd01188_e': 0.0010528397891325977, 'EX_cpd01080_e': 0.0010528397891325977, 'EX_cpd00010_e': 0.0010528397891325977, 'EX_cpd00264_e': 0.0010528397891325977, 'EX_cpd11606_e': 0.0010528397891325977, 'EX_cpd00069_e': 0.0010528397891325977, 'EX_cpd00060_e': 0.001052839788678146, 'EX_cpd00305_e': 0.0010528397891325977}",,
R. gnavus_gapfilled_76,,,"{'EX_cpd00023_e': 0.0010528397899140021, 'EX_cpd11595_e': 0.0010528397899057227, 'EX_cpd00027_e': 0.0010528397899054356, 'EX_cpd01171_e': 0.0010528397899060159, 'EX_cpd08306_e': 0.0010528397899057225, 'EX_cpd00309_e': 0.0010528397899057225, 'EX_cpd00540_e': 0.0010528397899057225, 'EX_cpd11597_e': 0.0010528397899057225, 'EX_cpd08305_e': 0.0010528397899057225, 'EX_cpd00039_e': 0.0010528397899057225, 'EX_cpd00011_e': 0.0031825359242104436, 'EX_cpd00322_e': 0.0010528397899057227, 'EX_cpd00111_e': 0.0010528397899067607, 'EX_cpd00028_e': 0.0010528397899057227, 'EX_cpd00066_e': 0.0010528397899057227, 'EX_cpd01188_e': 0.0010528397899057227, 'EX_cpd01080_e': 0.0010528397899057227, 'EX_cpd00010_e': 0.0010528397899057227, 'EX_cpd00264_e': 0.0010528397899057227, 'EX_cpd11606_e': 0.0010528397899057227, 'EX_cpd00069_e': 0.0010528397899057227, 'EX_cpd00060_e': 0.0010528397899057784, 'EX_cpd00305_e': 0.0010528397899057227}",,
R. gnavus_gapfilled_77,,,"{'EX_cpd00023_e': 0.001267873390536207, 'EX_cpd11595_e': 0.001267873390536208, 'EX_cpd00027_e': 0.0012678733905716955, 'EX_cpd01171_e': 0.0012678733905918, 'EX_cpd08306_e': 0.0012678733905362109, 'EX_cpd00309_e': 0.001267873390539427, 'EX_cpd00540_e': 0.0012678733905362109, 'EX_cpd11597_e': 0.0012678733905362109, 'EX_cpd08305_e': 0.0012678733905362109, 'EX_cpd00039_e': 0.0012678733905362109, 'EX_cpd00011_e': 0.0036808487371279915, 'EX_cpd00322_e': 0.0012678733905362198, 'EX_cpd00111_e': 0.0012678733905362198, 'EX_cpd00028_e': 0.0012678733905362198, 'EX_cpd00066_e': 0.0012678733905362198, 'EX_cpd01188_e': 0.0012678733905362198, 'EX_cpd01080_e': 0.0012678733905362198, 'EX_cpd00010_e': 0.0012678733905362198, 'EX_cpd00264_e': 0.0012678733905362198, 'EX_cpd11606_e': 0.0012678733905362198, 'EX_cpd00069_e': 0.0012678733905362198, 'EX_cpd00060_e': 0.0012678733905362198, 'EX_cpd00305_e': 0.0012678733905362198}",,
R. gnavus_gapfilled_78,,,"{'EX_cpd00023_e': 0.0010528397898970426, 'EX_cpd11595_e': 0.0010528397900078934, 'EX_cpd00027_e': 0.0010528397901277073, 'EX_cpd01171_e': 0.001052839790006302, 'EX_cpd08306_e': 0.0010528397899336635, 'EX_cpd00309_e': 0.0010528397899235464, 'EX_cpd00540_e': 0.0010528397899336635, 'EX_cpd11597_e': 0.0010528397899336635, 'EX_cpd08305_e': 0.0010528397899336635, 'EX_cpd00039_e': 0.0010528397900065292, 'EX_cpd00011_e': 0.0031825359241688554, 'EX_cpd00322_e': 0.001052839789985466, 'EX_cpd00111_e': 0.001052839789985466, 'EX_cpd00028_e': 0.001052839789985466, 'EX_cpd00066_e': 0.001052839789985466, 'EX_cpd01188_e': 0.001052839789985466, 'EX_cpd01080_e': 0.001052839789985466, 'EX_cpd00010_e': 0.001052839789985466, 'EX_cpd00264_e': 0.001052839789985466, 'EX_cpd11606_e': 0.001052839789985466, 'EX_cpd00069_e': 0.001052839789985466, 'EX_cpd00060_e': 0.0010528397898054984, 'EX_cpd00305_e': 0.001052839789985466}",,
R. gnavus_gapfilled_79,,,"{'EX_cpd00023_e': 0.0008502631865003959, 'EX_cpd11595_e': 0.0008502631865279135, 'EX_cpd00027_e': 0.0008502631865049759, 'EX_cpd01171_e': 0.0008502631864767206, 'EX_cpd08306_e': 0.0008502631865279135, 'EX_cpd00309_e': 0.0008502631864046519, 'EX_cpd00540_e': 0.0008502631865279135, 'EX_cpd11597_e': 0.0008502631865279135, 'EX_cpd08305_e': 0.0008502631865279135, 'EX_cpd00039_e': 0.0008502631864876704, 'EX_cpd00011_e': 0.003182535924089855, 'EX_cpd00322_e': 0.0008502631864145248, 'EX_cpd00111_e': 0.0008502631864308201, 'EX_cpd00028_e': 0.0008502631864145248, 'EX_cpd00066_e': 0.0008502631864145248, 'EX_cpd01188_e': 0.0008502631864145248, 'EX_cpd01080_e': 0.0008502631864145248, 'EX_cpd00010_e': 0.0008502631864145248, 'EX_cpd00264_e': 0.0008502631864145248, 'EX_cpd11606_e': 0.0008502631864145248, 'EX_cpd00069_e': 0.0008502631864145248, 'EX_cpd00060_e': 0.0008502631865428883, 'EX_cpd00305_e': 0.0008502631864145248}",,
R. gnavus_gapfilled_80,,,"{'EX_cpd00023_e': 0.0010528397899058123, 'EX_cpd11595_e': 0.0010528397899057839, 'EX_cpd00027_e': 0.0010528397899049692, 'EX_cpd01171_e': 0.0010528397899027882, 'EX_cpd08306_e': 0.0010528397899057839, 'EX_cpd00309_e': 0.0010528397899057839, 'EX_cpd00540_e': 0.0010528397899057839, 'EX_cpd11597_e': 0.0010528397899057839, 'EX_cpd08305_e': 0.0010528397899057839, 'EX_cpd00039_e': 0.0010528397898229667, 'EX_cpd00011_e': 0.0031825359242091977, 'EX_cpd00322_e': 0.0010528397899057245, 'EX_cpd00111_e': 0.0010528397899057245, 'EX_cpd00028_e': 0.0010528397899057245, 'EX_cpd00066_e': 0.0010528397899057245, 'EX_cpd01188_e': 0.0010528397899057245, 'EX_cpd01080_e': 0.0010528397899057245, 'EX_cpd00010_e': 0.0010528397899057245, 'EX_cpd00264_e': 0.0010528397899057245, 'EX_cpd11606_e': 0.0010528397899057245, 'EX_cpd00069_e': 0.0010528397899057245, 'EX_cpd00060_e': 0.0010528397899057245, 'EX_cpd00305_e': 0.0010528397899057245}",,
