,Bacteroides vulgatus ATCC 8482_0.4.pkl,Lactobacillus plantarum WCFS1_0.4.pkl
B. vulgatus_gapfilled_10,"{'EX_cpd00635_e': 1.0248960098699906, 'EX_cpd00023_e': 1.0248960098617754, 'EX_cpd00224_e': 1.024896009861741, 'EX_cpd11595_e': 1.0248960098699906, 'EX_cpd01217_e': 1.0248960098617597, 'EX_cpd00027_e': 1.0248960098699282, 'EX_cpd01171_e': 1.0248960098699906, 'EX_cpd00154_e': 1.02489600987025, 'EX_cpd08306_e': 1.0248960098699906, 'EX_cpd00164_e': 1.0248960098699906, 'EX_cpd00309_e': 1.0248960098699906, 'EX_cpd00280_e': 1.0248960098699906, 'EX_cpd00108_e': 1.0248960098699906, 'EX_cpd00159_e': 1.024896009861728, 'EX_cpd00540_e': 1.0248960098699906, 'EX_cpd11597_e': 1.0248960098699906, 'EX_cpd08305_e': 1.0248960098699906, 'EX_cpd00396_e': 1.0248960098699906, 'EX_cpd00039_e': 1.0248960098699906, 'EX_cpd00011_e': 1.0248960098699906, 'EX_cpd00322_e': 1.1883133482524524, 'EX_cpd00111_e': 1.0248960098479898, 'EX_cpd00028_e': 1.0248960098699906, 'EX_cpd00066_e': 1.0248960098699906, 'EX_cpd01188_e': 1.0248960098704234, 'EX_cpd00357_e': 1.0248960098973945, 'EX_cpd00136_e': 1.0248960098699906, 'EX_cpd03847_e': 1.0248960098699906, 'EX_cpd01080_e': 1.0248960098699906, 'EX_cpd03422_e': 1.0248960098699906, 'EX_cpd00010_e': 1.0248960098699906, 'EX_cpd00264_e': 1.0248960098741506, 'EX_cpd11606_e': 1.0248960098741506, 'EX_cpd00069_e': 1.0248960098699906, 'EX_cpd00060_e': 1.0248960098699906, 'EX_cpd00305_e': 1.0248960098741506}",
B. vulgatus_gapfilled_11,"{'EX_cpd00635_e': 0.9016601964504947, 'EX_cpd00023_e': 0.9016601964504757, 'EX_cpd00224_e': 0.9016601979501895, 'EX_cpd11595_e': 0.9016601964504947, 'EX_cpd01217_e': 0.9016601964504947, 'EX_cpd00027_e': 0.9016601964504947, 'EX_cpd01171_e': 0.9016601964504947, 'EX_cpd00154_e': 0.9016601964504947, 'EX_cpd08306_e': 0.9016601964504947, 'EX_cpd00164_e': 0.9016601964504947, 'EX_cpd00309_e': 0.9016601964504947, 'EX_cpd00280_e': 0.9016601964504947, 'EX_cpd00108_e': 0.9016601964504947, 'EX_cpd00159_e': 0.9016601964504947, 'EX_cpd00540_e': 0.9016601964504947, 'EX_cpd11597_e': 0.9016601964504947, 'EX_cpd08305_e': 0.9016601964504947, 'EX_cpd00396_e': 0.9016601964504947, 'EX_cpd00039_e': 0.9016601964504947, 'EX_cpd00011_e': 0.9016601964504947, 'EX_cpd00322_e': 0.9016601964504947, 'EX_cpd00111_e': 0.9016601964504947, 'EX_cpd00028_e': 0.9016601964504947, 'EX_cpd00066_e': 0.9016601964504947, 'EX_cpd01188_e': 0.9016601964504947, 'EX_cpd00357_e': 1.188313348252585, 'EX_cpd00136_e': 0.9016601964504947, 'EX_cpd03847_e': 0.9016601964504947, 'EX_cpd01080_e': 0.9016601964504947, 'EX_cpd03422_e': 0.9016601964504947, 'EX_cpd00010_e': 0.9016601964504947, 'EX_cpd00264_e': 0.9016601964504947, 'EX_cpd11606_e': 0.9016601964504947, 'EX_cpd00069_e': 0.9016601964504947, 'EX_cpd00060_e': 0.9016601964504947, 'EX_cpd00305_e': 0.9016601964504947}",
B. vulgatus_gapfilled_12,"{'EX_cpd00635_e': 0.46268696390188746, 'EX_cpd00023_e': 0.4626869639012021, 'EX_cpd00224_e': 0.4626869639015443, 'EX_cpd11595_e': 0.46268696390188746, 'EX_cpd01217_e': 0.46268696390503206, 'EX_cpd00027_e': 0.4626869638834189, 'EX_cpd01171_e': 0.4626869639005706, 'EX_cpd00154_e': 0.46268696390175496, 'EX_cpd08306_e': 0.4626869639006948, 'EX_cpd00164_e': 0.4626869639006948, 'EX_cpd00309_e': 0.4626869639006948, 'EX_cpd00280_e': 0.4626869639006948, 'EX_cpd00108_e': 0.4626869639006948, 'EX_cpd00159_e': 0.46268696390427294, 'EX_cpd00540_e': 0.4626869639006948, 'EX_cpd11597_e': 0.4626869639006948, 'EX_cpd08305_e': 0.4626869639006948, 'EX_cpd00396_e': 0.4626869639006948, 'EX_cpd00039_e': 0.4626869639006948, 'EX_cpd00011_e': 0.4626869639006948, 'EX_cpd00322_e': 0.8494442836146272, 'EX_cpd00111_e': 0.46268696390812364, 'EX_cpd00028_e': 0.4626869639006948, 'EX_cpd00066_e': 0.4626869639006948, 'EX_cpd01188_e': 0.4626869639006948, 'EX_cpd00357_e': 0.4626869641639321, 'EX_cpd00136_e': 0.4626869639006948, 'EX_cpd03847_e': 0.4626869639006948, 'EX_cpd01080_e': 0.4626869639006948, 'EX_cpd03422_e': 0.4626869639006948, 'EX_cpd00010_e': 0.4626869639006948, 'EX_cpd00264_e': 0.46268696386942426, 'EX_cpd11606_e': 0.46268696386942426, 'EX_cpd00069_e': 0.4626869639006948, 'EX_cpd00060_e': 0.4626869639006948, 'EX_cpd00305_e': 0.46268696386942426}",
B. vulgatus_gapfilled_13,"{'EX_cpd00635_e': 0.39955194288748697, 'EX_cpd00023_e': 0.39955194288584023, 'EX_cpd00224_e': 0.39955194288584023, 'EX_cpd11595_e': 0.39955194288748697, 'EX_cpd01217_e': 0.39955194288584023, 'EX_cpd00027_e': 0.39955194288748697, 'EX_cpd01171_e': 0.39955194288748697, 'EX_cpd00154_e': 0.39955194288748697, 'EX_cpd08306_e': 0.39955194288748697, 'EX_cpd00164_e': 0.39955194288748697, 'EX_cpd00309_e': 0.39955194288748697, 'EX_cpd00280_e': 0.39955194288748697, 'EX_cpd00108_e': 0.39955194288748697, 'EX_cpd00159_e': 0.39955194288584023, 'EX_cpd00540_e': 0.39955194288748697, 'EX_cpd11597_e': 0.39955194288748697, 'EX_cpd08305_e': 0.39955194288748697, 'EX_cpd00396_e': 0.39955194288748697, 'EX_cpd00039_e': 0.39955194288748697, 'EX_cpd00011_e': 0.39955194288748697, 'EX_cpd00322_e': 1.1883133482488102, 'EX_cpd00111_e': 0.39955194288748697, 'EX_cpd00028_e': 0.39955194288748697, 'EX_cpd00066_e': 0.39955194288748697, 'EX_cpd01188_e': 0.39955194289698537, 'EX_cpd00357_e': 0.39955194288421925, 'EX_cpd00136_e': 0.39955194288748697, 'EX_cpd03847_e': 0.39955194288748697, 'EX_cpd01080_e': 0.39955194288748697, 'EX_cpd03422_e': 0.39955194288748697, 'EX_cpd00010_e': 0.39955194288748697, 'EX_cpd00264_e': 0.3995519428903627, 'EX_cpd11606_e': 0.3995519428903627, 'EX_cpd00069_e': 0.39955194288748697, 'EX_cpd00060_e': 0.39955194288748697, 'EX_cpd00305_e': 0.3995519428903627}",
B. vulgatus_gapfilled_14,"{'EX_cpd00635_e': 1.1883133482272885, 'EX_cpd00023_e': 1.1883133482316792, 'EX_cpd00224_e': 1.1883133482316792, 'EX_cpd11595_e': 1.1883133482272885, 'EX_cpd01217_e': 1.1883133482723647, 'EX_cpd00027_e': 1.1883133482272885, 'EX_cpd01171_e': 1.1883133482272885, 'EX_cpd00154_e': 1.1883133482272885, 'EX_cpd08306_e': 1.1883133482272885, 'EX_cpd00164_e': 1.1883133482272885, 'EX_cpd00309_e': 1.1883133482272885, 'EX_cpd00280_e': 1.1883133482272885, 'EX_cpd00108_e': 1.1883133482272885, 'EX_cpd00159_e': 1.1883133482382435, 'EX_cpd00540_e': 1.1883133482258215, 'EX_cpd11597_e': 1.1883133482272885, 'EX_cpd08305_e': 1.1883133482272885, 'EX_cpd00396_e': 1.1883133482272885, 'EX_cpd00039_e': 1.1883133482272885, 'EX_cpd00011_e': 1.1883133482272885, 'EX_cpd00322_e': 1.1883133482485535, 'EX_cpd00111_e': 1.1883133482606538, 'EX_cpd00028_e': 1.1883133482422679, 'EX_cpd00066_e': 1.1883133482422679, 'EX_cpd01188_e': 1.2399779305992786, 'EX_cpd00357_e': 1.1883133482378252, 'EX_cpd00136_e': 1.1883133482422679, 'EX_cpd03847_e': 1.1883133482422679, 'EX_cpd01080_e': 1.188313348248223, 'EX_cpd03422_e': 1.1883133482422679, 'EX_cpd00010_e': 1.1883133482422679, 'EX_cpd00264_e': 1.188313348248223, 'EX_cpd11606_e': 1.188313348248223, 'EX_cpd00069_e': 1.1883133482422679, 'EX_cpd00060_e': 1.1883133482422679, 'EX_cpd00305_e': 1.188313348248223}",
B. vulgatus_gapfilled_15,"{'EX_cpd00635_e': 0.11128615819209058, 'EX_cpd00023_e': 0.11128615819197463, 'EX_cpd00224_e': 0.11128615819209069, 'EX_cpd11595_e': 0.11128615819209058, 'EX_cpd01217_e': 0.11128615819209124, 'EX_cpd00027_e': 0.11128615819209058, 'EX_cpd01171_e': 0.11128615819209058, 'EX_cpd00154_e': 0.11128615819209069, 'EX_cpd08306_e': 0.11128615819185368, 'EX_cpd00164_e': 0.11128615819185368, 'EX_cpd00309_e': 0.11128615819185368, 'EX_cpd00280_e': 0.11128615819185368, 'EX_cpd00108_e': 0.11128615819185368, 'EX_cpd00159_e': 0.11128615819213554, 'EX_cpd00540_e': 0.11128615819185368, 'EX_cpd11597_e': 0.11128615819185368, 'EX_cpd08305_e': 0.11128615819185368, 'EX_cpd00396_e': 0.11128615819185368, 'EX_cpd00039_e': 0.11128615819185368, 'EX_cpd00011_e': 0.11128615819185368, 'EX_cpd00322_e': 0.11128615819241239, 'EX_cpd00111_e': 0.11128615819213301, 'EX_cpd00028_e': 0.11128615819185368, 'EX_cpd00066_e': 0.11128615819213301, 'EX_cpd01188_e': 0.11128615819185368, 'EX_cpd00357_e': 0.11128615819213693, 'EX_cpd00136_e': 0.11128615819185368, 'EX_cpd03847_e': 1.1625820907192788, 'EX_cpd01080_e': 0.11128615819213301, 'EX_cpd03422_e': 0.11128615819185368, 'EX_cpd00010_e': 0.11128615819185368, 'EX_cpd00264_e': 0.11128615819213301, 'EX_cpd11606_e': 0.11128615819213301, 'EX_cpd00069_e': 0.11128615819185368, 'EX_cpd00060_e': 0.11128615819185368, 'EX_cpd00305_e': 0.11128615819213301}",
B. vulgatus_gapfilled_16,"{'EX_cpd00635_e': 0.2810160806670555, 'EX_cpd00023_e': 0.28101608064908684, 'EX_cpd00224_e': 0.2810160806506778, 'EX_cpd11595_e': 0.2810160806670555, 'EX_cpd01217_e': 0.28101608067201794, 'EX_cpd00027_e': 0.28101608066993955, 'EX_cpd01171_e': 0.281016080661465, 'EX_cpd00154_e': 0.28101608067005046, 'EX_cpd08306_e': 0.28101608067005046, 'EX_cpd00164_e': 0.28101608067005046, 'EX_cpd00309_e': 0.28101608067005046, 'EX_cpd00280_e': 0.28101608067005046, 'EX_cpd00108_e': 0.28101608067005046, 'EX_cpd00159_e': 0.28101608066969186, 'EX_cpd00540_e': 0.281016080669434, 'EX_cpd11597_e': 0.28101608067015815, 'EX_cpd08305_e': 0.28101608067015815, 'EX_cpd00396_e': 0.28101608067015815, 'EX_cpd00039_e': 0.28101608067015815, 'EX_cpd00011_e': 0.28101608078251433, 'EX_cpd00322_e': 0.5268153823450927, 'EX_cpd00111_e': 0.2810160806701601, 'EX_cpd00028_e': 0.2810160806701601, 'EX_cpd00066_e': 0.2810160806701601, 'EX_cpd01188_e': 0.2810160806701601, 'EX_cpd00357_e': 0.28101608066870976, 'EX_cpd00136_e': 0.2810160806701601, 'EX_cpd03847_e': 0.2810160806701601, 'EX_cpd01080_e': 0.28101608085398244, 'EX_cpd03422_e': 0.2810160806701601, 'EX_cpd00010_e': 0.2810160806701601, 'EX_cpd00264_e': 0.28101608066548456, 'EX_cpd11606_e': 0.28101608066548456, 'EX_cpd00069_e': 0.2810160806701601, 'EX_cpd00060_e': 0.2810160806701601, 'EX_cpd00305_e': 0.28101608066548456}",
B. vulgatus_gapfilled_17,"{'EX_cpd00635_e': 0.9016601964504909, 'EX_cpd00023_e': 0.901660196450862, 'EX_cpd00224_e': 0.901660196450862, 'EX_cpd11595_e': 0.9016601964504909, 'EX_cpd01217_e': 0.901660196450862, 'EX_cpd00027_e': 0.9016601964502732, 'EX_cpd01171_e': 0.9016601964504944, 'EX_cpd00154_e': 0.9016601964504944, 'EX_cpd08306_e': 0.9016601964504944, 'EX_cpd00164_e': 0.9016601964504944, 'EX_cpd00309_e': 0.9016601964504944, 'EX_cpd00280_e': 0.9016601964504944, 'EX_cpd00108_e': 0.9016601964504944, 'EX_cpd00159_e': 0.901660196450862, 'EX_cpd00540_e': 0.9016601964504941, 'EX_cpd11597_e': 0.9016601964504887, 'EX_cpd08305_e': 0.9016601964504887, 'EX_cpd00396_e': 0.9016601964504887, 'EX_cpd00039_e': 0.9016601964504887, 'EX_cpd00011_e': 0.9016601964504887, 'EX_cpd00322_e': 0.9016601964504887, 'EX_cpd00111_e': 0.9016601964504887, 'EX_cpd00028_e': 0.9016601964504887, 'EX_cpd00066_e': 0.9016601964504887, 'EX_cpd01188_e': 0.9016601964504887, 'EX_cpd00357_e': 2.6966217948723252, 'EX_cpd00136_e': 0.9016601964504887, 'EX_cpd03847_e': 0.9016601964507426, 'EX_cpd01080_e': 0.9016601964504887, 'EX_cpd03422_e': 0.9016601964504887, 'EX_cpd00010_e': 0.9016601964504887, 'EX_cpd00264_e': 0.9016601964504887, 'EX_cpd11606_e': 0.9016601964504887, 'EX_cpd00069_e': 0.9016601964504887, 'EX_cpd00060_e': 0.9016601964504887, 'EX_cpd00305_e': 0.9016601964504887}",
B. vulgatus_gapfilled_18,"{'EX_cpd00635_e': 0.3530095053774139, 'EX_cpd00023_e': 0.35300950537724024, 'EX_cpd00224_e': 0.35300950537746034, 'EX_cpd11595_e': 0.3530095053774139, 'EX_cpd01217_e': 0.3530095053776695, 'EX_cpd00027_e': 0.3530095053772871, 'EX_cpd01171_e': 0.3530095053774139, 'EX_cpd00154_e': 0.3530095053772886, 'EX_cpd08306_e': 0.3530095053773493, 'EX_cpd00164_e': 0.3530095053773493, 'EX_cpd00309_e': 0.3530095053773514, 'EX_cpd00280_e': 0.3530095053771889, 'EX_cpd00108_e': 0.3530095053773494, 'EX_cpd00159_e': 0.3530095053776312, 'EX_cpd00540_e': 0.3530095053773494, 'EX_cpd11597_e': 0.3530095053773494, 'EX_cpd08305_e': 0.3530095053773494, 'EX_cpd00396_e': 0.35300950537722015, 'EX_cpd00039_e': 0.35300950537744163, 'EX_cpd00011_e': 0.35300950537744163, 'EX_cpd00322_e': 0.8065596077417919, 'EX_cpd00111_e': 0.35300950537744163, 'EX_cpd00028_e': 0.35300950537744163, 'EX_cpd00066_e': 0.35300950537744163, 'EX_cpd01188_e': 0.35300950537744163, 'EX_cpd00357_e': 0.35300950539271764, 'EX_cpd00136_e': 0.35300950537744163, 'EX_cpd03847_e': 0.35300950537744163, 'EX_cpd01080_e': 0.35300950537744163, 'EX_cpd03422_e': 0.35300950537744163, 'EX_cpd00010_e': 0.35300950537744163, 'EX_cpd00264_e': 0.3530095053777623, 'EX_cpd11606_e': 0.3530095053777623, 'EX_cpd00069_e': 0.35300950537744163, 'EX_cpd00060_e': 0.35300950537062986, 'EX_cpd00305_e': 0.3530095053777623}",
B. vulgatus_gapfilled_19,"{'EX_cpd00635_e': 0.3080063092372526, 'EX_cpd00023_e': 0.30800630933087725, 'EX_cpd00224_e': 0.30800630933087725, 'EX_cpd11595_e': 0.3080063092372526, 'EX_cpd01217_e': 0.30800630933087725, 'EX_cpd00027_e': 0.3080063092343354, 'EX_cpd01171_e': 0.30800630923715216, 'EX_cpd00154_e': 0.30800630923715216, 'EX_cpd08306_e': 0.30800630923715216, 'EX_cpd00164_e': 0.30800630923715216, 'EX_cpd00309_e': 0.30800630923715216, 'EX_cpd00280_e': 0.30800630923715216, 'EX_cpd00108_e': 0.30800630923715216, 'EX_cpd00159_e': 0.3080063093870186, 'EX_cpd00540_e': 0.30800630923715216, 'EX_cpd11597_e': 0.30800630923715216, 'EX_cpd08305_e': 0.30800630923715216, 'EX_cpd00396_e': 0.30800630923715216, 'EX_cpd00039_e': 0.30800630923715216, 'EX_cpd00011_e': 0.30800630923715216, 'EX_cpd00322_e': 0.30800630928438677, 'EX_cpd00111_e': 0.30800630923715216, 'EX_cpd00028_e': 0.30800630923715216, 'EX_cpd00066_e': 0.30800630923715216, 'EX_cpd01188_e': 0.30800630923715216, 'EX_cpd00357_e': 0.3080063093870186, 'EX_cpd00136_e': 0.30800630923715216, 'EX_cpd03847_e': 0.30800630923284916, 'EX_cpd01080_e': 0.37351972262393074, 'EX_cpd03422_e': 0.30800630923715216, 'EX_cpd00010_e': 0.30800630923715216, 'EX_cpd00264_e': 0.30800630928438677, 'EX_cpd11606_e': 0.30800630928438677, 'EX_cpd00069_e': 0.30800630923715216, 'EX_cpd00060_e': 0.30800630923715216, 'EX_cpd00305_e': 0.30800630928438677}",
B. vulgatus_gapfilled_20,"{'EX_cpd00635_e': 0.4311086526675895, 'EX_cpd00023_e': 0.43110865295694967, 'EX_cpd00224_e': 0.4311086529518418, 'EX_cpd11595_e': 0.4311086526675895, 'EX_cpd01217_e': 0.43110865295694967, 'EX_cpd00027_e': 0.4311086525295576, 'EX_cpd01171_e': 0.4311086527174151, 'EX_cpd00154_e': 0.43110865264871956, 'EX_cpd08306_e': 0.43110865271679555, 'EX_cpd00164_e': 0.43110865271679555, 'EX_cpd00309_e': 0.43110865271957544, 'EX_cpd00280_e': 0.4311086527192093, 'EX_cpd00108_e': 0.4311086527192093, 'EX_cpd00159_e': 0.4311086527682338, 'EX_cpd00540_e': 0.4311086527192093, 'EX_cpd11597_e': 0.4311086527192093, 'EX_cpd08305_e': 0.4311086527192093, 'EX_cpd00396_e': 0.4311086527192093, 'EX_cpd00039_e': 0.4311086527192093, 'EX_cpd00011_e': 0.4311086527192093, 'EX_cpd00322_e': 0.43110865272184, 'EX_cpd00111_e': 0.4311086527192093, 'EX_cpd00028_e': 0.4311086527192093, 'EX_cpd00066_e': 0.4311086527192093, 'EX_cpd01188_e': 0.4311086527192093, 'EX_cpd00357_e': 0.4311086527291568, 'EX_cpd00136_e': 0.4311086527192093, 'EX_cpd03847_e': 0.4311086527192093, 'EX_cpd01080_e': 0.9016601964503502, 'EX_cpd03422_e': 0.4311086527192093, 'EX_cpd00010_e': 0.4311086527192093, 'EX_cpd00264_e': 0.43110865272184, 'EX_cpd11606_e': 0.43110865272184, 'EX_cpd00069_e': 0.4311086527192093, 'EX_cpd00060_e': 0.4311086527192093, 'EX_cpd00305_e': 0.43110865272184}",
B. vulgatus_gapfilled_21,"{'EX_cpd00635_e': 0.11724902322199651, 'EX_cpd00023_e': 0.11724902322168027, 'EX_cpd00224_e': 0.11724902322623987, 'EX_cpd11595_e': 0.11724902322199651, 'EX_cpd01217_e': 0.11724902322219748, 'EX_cpd00027_e': 0.11724902321941609, 'EX_cpd01171_e': 0.11724902321942299, 'EX_cpd00154_e': 0.11724902322966027, 'EX_cpd08306_e': 0.11724902323358437, 'EX_cpd00164_e': 0.11724902323358437, 'EX_cpd00309_e': 0.11724902323358437, 'EX_cpd00280_e': 0.11724902323358437, 'EX_cpd00108_e': 0.11724902323358437, 'EX_cpd00159_e': 0.11724902321655634, 'EX_cpd00540_e': 0.11724902323020989, 'EX_cpd11597_e': 0.11724902323358437, 'EX_cpd08305_e': 0.11724902323358437, 'EX_cpd00396_e': 0.11724902323358437, 'EX_cpd00039_e': 0.11724902323358437, 'EX_cpd00011_e': 0.11724902323358437, 'EX_cpd00322_e': 0.11724902322208823, 'EX_cpd00111_e': 0.11724902322208823, 'EX_cpd00028_e': 0.11724902323358437, 'EX_cpd00066_e': 0.11724902322208823, 'EX_cpd01188_e': 0.11724902323358437, 'EX_cpd00357_e': 0.11724902321258567, 'EX_cpd00136_e': 0.11724902323358437, 'EX_cpd03847_e': 2.6966217948717857, 'EX_cpd01080_e': 0.11724902322208823, 'EX_cpd03422_e': 0.11724902323358437, 'EX_cpd00010_e': 0.11724902323358437, 'EX_cpd00264_e': 0.11724902321905768, 'EX_cpd11606_e': 0.11724902322208823, 'EX_cpd00069_e': 0.11724902323358437, 'EX_cpd00060_e': 0.11724902323358437, 'EX_cpd00305_e': 0.11724902322208823}",
B. vulgatus_gapfilled_22,"{'EX_cpd00635_e': 1.1883133482456145, 'EX_cpd00023_e': 1.1883133482422856, 'EX_cpd00224_e': 1.1883133482448034, 'EX_cpd11595_e': 1.1883133482456145, 'EX_cpd01217_e': 1.1883133482422856, 'EX_cpd00027_e': 1.1883133482456145, 'EX_cpd01171_e': 1.1883133482456145, 'EX_cpd00154_e': 1.1883133482456145, 'EX_cpd08306_e': 1.1883133482456145, 'EX_cpd00164_e': 1.1883133482456145, 'EX_cpd00309_e': 1.1883133482456145, 'EX_cpd00280_e': 1.1883133482456145, 'EX_cpd00108_e': 1.1883133482456145, 'EX_cpd00159_e': 1.188313348243225, 'EX_cpd00540_e': 1.1883133482456145, 'EX_cpd11597_e': 1.1883133482456145, 'EX_cpd08305_e': 1.1883133482456145, 'EX_cpd00396_e': 1.1883133482456145, 'EX_cpd00039_e': 1.1883133482456145, 'EX_cpd00011_e': 1.1883133482456145, 'EX_cpd00322_e': 1.1883133482456145, 'EX_cpd00111_e': 1.1883133482456145, 'EX_cpd00028_e': 1.1883133482456145, 'EX_cpd00066_e': 1.1883133482456145, 'EX_cpd01188_e': 2.6966217948718296, 'EX_cpd00357_e': 1.188313348245614, 'EX_cpd00136_e': 1.1883133482456145, 'EX_cpd03847_e': 1.1883133482456145, 'EX_cpd01080_e': 1.1883133482456145, 'EX_cpd03422_e': 1.1883133482456145, 'EX_cpd00010_e': 1.1883133482456145, 'EX_cpd00264_e': 1.1883133482456145, 'EX_cpd11606_e': 1.1883133482456145, 'EX_cpd00069_e': 1.1883133482456145, 'EX_cpd00060_e': 1.1883133482456145, 'EX_cpd00305_e': 1.1883133482456145}",
B. vulgatus_gapfilled_23,"{'EX_cpd00635_e': 0.8766492892759047, 'EX_cpd00023_e': 0.8766492891720038, 'EX_cpd00224_e': 0.8766492891720038, 'EX_cpd11595_e': 0.8766492892759047, 'EX_cpd01217_e': 0.8766492891720038, 'EX_cpd00027_e': 0.8766492892759047, 'EX_cpd01171_e': 0.8766492892759047, 'EX_cpd00154_e': 0.8766492892759047, 'EX_cpd08306_e': 0.8766492892759047, 'EX_cpd00164_e': 0.8766492892759047, 'EX_cpd00309_e': 0.8766492892759047, 'EX_cpd00280_e': 0.8766492892759047, 'EX_cpd00108_e': 0.8766492892759047, 'EX_cpd00159_e': 0.8766492891823208, 'EX_cpd00540_e': 0.8766492892759047, 'EX_cpd11597_e': 0.8766492892759047, 'EX_cpd08305_e': 0.8766492892759047, 'EX_cpd00396_e': 0.8766492892759047, 'EX_cpd00039_e': 0.8766492892759047, 'EX_cpd00011_e': 0.8766492891764374, 'EX_cpd00322_e': 2.1572974360116235, 'EX_cpd00111_e': 0.8766492891771528, 'EX_cpd00028_e': 0.8766492891771528, 'EX_cpd00066_e': 0.8766492891771528, 'EX_cpd01188_e': 0.8766492891771528, 'EX_cpd00357_e': 0.8766492891748752, 'EX_cpd00136_e': 0.8766492891771528, 'EX_cpd03847_e': 0.8766492891771528, 'EX_cpd01080_e': 0.8766492891771528, 'EX_cpd03422_e': 0.8766492891771528, 'EX_cpd00010_e': 0.8766492891771528, 'EX_cpd00264_e': 0.8766492911766417, 'EX_cpd11606_e': 0.8766492911766417, 'EX_cpd00069_e': 0.8766492891771528, 'EX_cpd00060_e': 0.8766492891771528, 'EX_cpd00305_e': 0.8766492911766417}",
B. vulgatus_gapfilled_24,"{'EX_cpd00635_e': 0.33385847457738654, 'EX_cpd00023_e': 0.33385847457046947, 'EX_cpd00224_e': 0.33385847457046947, 'EX_cpd11595_e': 0.33385847457738654, 'EX_cpd01217_e': 0.33385847457046947, 'EX_cpd00027_e': 0.3338584745739709, 'EX_cpd01171_e': 0.3338584745775232, 'EX_cpd00154_e': 0.3338584745775232, 'EX_cpd08306_e': 0.3338584745775232, 'EX_cpd00164_e': 0.3338584745775232, 'EX_cpd00309_e': 0.3338584745775232, 'EX_cpd00280_e': 0.3338584745679592, 'EX_cpd00108_e': 0.33385847457738654, 'EX_cpd00159_e': 0.3338584745758225, 'EX_cpd00540_e': 0.33385847457738654, 'EX_cpd11597_e': 0.33385847457738654, 'EX_cpd08305_e': 0.33385847457738654, 'EX_cpd00396_e': 0.33385847457738654, 'EX_cpd00039_e': 0.33385847457738654, 'EX_cpd00011_e': 0.33385847457738654, 'EX_cpd00322_e': 0.33385847457625606, 'EX_cpd00111_e': 0.33385847457625606, 'EX_cpd00028_e': 0.33385847457738654, 'EX_cpd00066_e': 0.33385847457625606, 'EX_cpd01188_e': 0.33385847457738654, 'EX_cpd00357_e': 0.3338584745758225, 'EX_cpd00136_e': 0.33385847457738654, 'EX_cpd03847_e': 0.9016601964505052, 'EX_cpd01080_e': 0.33385847457625606, 'EX_cpd03422_e': 0.33385847457738654, 'EX_cpd00010_e': 0.33385847457738654, 'EX_cpd00264_e': 0.33385847457625606, 'EX_cpd11606_e': 0.33385847457625606, 'EX_cpd00069_e': 0.33385847457738654, 'EX_cpd00060_e': 0.33385847459036627, 'EX_cpd00305_e': 0.33385847457625606}",
B. vulgatus_gapfilled_25,"{'EX_cpd00635_e': 0.2023866387226597, 'EX_cpd00023_e': 0.20238663871481744, 'EX_cpd00224_e': 0.20238663871481744, 'EX_cpd11595_e': 0.2023866387226597, 'EX_cpd01217_e': 0.20238663871481744, 'EX_cpd00027_e': 0.2023866387226597, 'EX_cpd01171_e': 0.2023866387226597, 'EX_cpd00154_e': 0.2023866387226597, 'EX_cpd08306_e': 0.2023866387226597, 'EX_cpd00164_e': 0.2023866387226597, 'EX_cpd00309_e': 0.2023866387226597, 'EX_cpd00280_e': 0.2023866387226597, 'EX_cpd00108_e': 0.2023866387226597, 'EX_cpd00159_e': 0.20238663871481744, 'EX_cpd00540_e': 0.2023866387226597, 'EX_cpd11597_e': 0.2023866387226597, 'EX_cpd08305_e': 0.2023866387226597, 'EX_cpd00396_e': 0.2023866387226597, 'EX_cpd00039_e': 0.2023866387226597, 'EX_cpd00011_e': 0.20238663871407692, 'EX_cpd00322_e': 0.20238663872174964, 'EX_cpd00111_e': 0.2023866387226597, 'EX_cpd00028_e': 0.2023866387226597, 'EX_cpd00066_e': 0.2023866387226597, 'EX_cpd01188_e': 0.2023866387226597, 'EX_cpd00357_e': 0.20238663871481744, 'EX_cpd00136_e': 0.2023866387226597, 'EX_cpd03847_e': 0.20238663872215482, 'EX_cpd01080_e': 0.4920628687908448, 'EX_cpd03422_e': 0.2023866387226597, 'EX_cpd00010_e': 0.2023866387226597, 'EX_cpd00264_e': 0.20238663872174964, 'EX_cpd11606_e': 0.20238663872174964, 'EX_cpd00069_e': 0.2023866387226597, 'EX_cpd00060_e': 0.2023866387226597, 'EX_cpd00305_e': 0.20238663872174964}",
