,Bacteroides vulgatus ATCC 8482_0.4.pkl
B. vulgatus_gapfilled_61,"{'EX_cpd00635_e': 0.43110865309119484, 'EX_cpd00023_e': 0.43110865279271793, 'EX_cpd00224_e': 0.43110865279271793, 'EX_cpd11595_e': 0.43110865309119484, 'EX_cpd01217_e': 0.43110865279271793, 'EX_cpd00027_e': 0.43110865309119484, 'EX_cpd01171_e': 0.43110865309119484, 'EX_cpd00154_e': 0.43110865309119484, 'EX_cpd08306_e': 0.43110865309119484, 'EX_cpd00164_e': 0.43110865309119484, 'EX_cpd00309_e': 0.43110865309119484, 'EX_cpd00280_e': 0.43110865309119484, 'EX_cpd00108_e': 0.43110865309119484, 'EX_cpd00159_e': 0.4311086527808192, 'EX_cpd00540_e': 0.43110865309119484, 'EX_cpd11597_e': 0.43110865309119484, 'EX_cpd08305_e': 0.43110865309119484, 'EX_cpd00396_e': 0.43110865309119484, 'EX_cpd00039_e': 0.43110865309119484, 'EX_cpd00011_e': 0.43110865308647306, 'EX_cpd00322_e': 0.4311086529032284, 'EX_cpd00111_e': 0.4311086530908421, 'EX_cpd00028_e': 0.4311086530908421, 'EX_cpd00066_e': 0.4311086530908421, 'EX_cpd01188_e': 0.4311086530908421, 'EX_cpd00357_e': 0.43110865276947963, 'EX_cpd00136_e': 0.4311086530908421, 'EX_cpd03847_e': 0.4311086530908421, 'EX_cpd01080_e': 0.9016601964508094, 'EX_cpd03422_e': 0.4311086530908421, 'EX_cpd00010_e': 0.4311086530908421, 'EX_cpd00264_e': 0.4311086529032284, 'EX_cpd11606_e': 0.4311086529032284, 'EX_cpd00069_e': 0.4311086530908421, 'EX_cpd00060_e': 0.4311086530908421, 'EX_cpd00305_e': 0.4311086529032284}"
B. vulgatus_gapfilled_62,"{'EX_cpd00635_e': 0.9016601964504947, 'EX_cpd00023_e': 0.9016601964529014, 'EX_cpd00224_e': 0.9016601964519336, 'EX_cpd11595_e': 0.9016601964504947, 'EX_cpd01217_e': 0.9016601964529014, 'EX_cpd00027_e': 0.9016601964504947, 'EX_cpd01171_e': 0.9016601964504947, 'EX_cpd00154_e': 0.9016601964504947, 'EX_cpd08306_e': 0.9016601964504947, 'EX_cpd00164_e': 0.9016601964504947, 'EX_cpd00309_e': 0.9016601964504947, 'EX_cpd00280_e': 0.9016601964504947, 'EX_cpd00108_e': 0.9016601964504947, 'EX_cpd00159_e': 0.9016601964529014, 'EX_cpd00540_e': 0.9016601964504947, 'EX_cpd11597_e': 0.9016601964504947, 'EX_cpd08305_e': 0.9016601964504947, 'EX_cpd00396_e': 0.9016601964504947, 'EX_cpd00039_e': 0.9016601964504947, 'EX_cpd00011_e': 0.9016601964504947, 'EX_cpd00322_e': 0.9016601964504947, 'EX_cpd00111_e': 0.9016601964504947, 'EX_cpd00028_e': 0.9016601964504947, 'EX_cpd00066_e': 0.9016601964504947, 'EX_cpd01188_e': 0.9016601964504947, 'EX_cpd00357_e': 2.696621794871883, 'EX_cpd00136_e': 0.9016601964504947, 'EX_cpd03847_e': 0.9016601964504947, 'EX_cpd01080_e': 0.9016601964504947, 'EX_cpd03422_e': 0.9016601964504947, 'EX_cpd00010_e': 0.9016601964504947, 'EX_cpd00264_e': 0.9016601964504947, 'EX_cpd11606_e': 0.9016601964504947, 'EX_cpd00069_e': 0.9016601964504947, 'EX_cpd00060_e': 0.9016601964504947, 'EX_cpd00305_e': 0.9016601964504947}"
B. vulgatus_gapfilled_63,"{'EX_cpd00635_e': 0.9016601964504947, 'EX_cpd00023_e': 0.901660196450424, 'EX_cpd00224_e': 0.9016601964505818, 'EX_cpd11595_e': 0.9016601964504947, 'EX_cpd01217_e': 0.9016601964499492, 'EX_cpd00027_e': 0.9016601964504947, 'EX_cpd01171_e': 0.9016601964504947, 'EX_cpd00154_e': 0.9016601964504947, 'EX_cpd08306_e': 0.9016601964504947, 'EX_cpd00164_e': 0.9016601964504947, 'EX_cpd00309_e': 0.9016601964504947, 'EX_cpd00280_e': 0.9016601964504947, 'EX_cpd00108_e': 0.9016601964504947, 'EX_cpd00159_e': 0.9016601964505634, 'EX_cpd00540_e': 0.9016601964504947, 'EX_cpd11597_e': 0.9016601964504947, 'EX_cpd08305_e': 0.9016601964504947, 'EX_cpd00396_e': 0.9016601964504947, 'EX_cpd00039_e': 0.9016601964504947, 'EX_cpd00011_e': 0.9016601964504947, 'EX_cpd00322_e': 0.9016601964504947, 'EX_cpd00111_e': 0.9016601964504947, 'EX_cpd00028_e': 0.9016601964504947, 'EX_cpd00066_e': 0.9016601964504947, 'EX_cpd01188_e': 0.9016601964504947, 'EX_cpd00357_e': 2.6966217948717923, 'EX_cpd00136_e': 0.9016601964504947, 'EX_cpd03847_e': 0.9016601964504947, 'EX_cpd01080_e': 0.9016601964504947, 'EX_cpd03422_e': 0.9016601964504947, 'EX_cpd00010_e': 0.9016601964504947, 'EX_cpd00264_e': 0.9016601964504947, 'EX_cpd11606_e': 0.9016601964504947, 'EX_cpd00069_e': 0.9016601964504947, 'EX_cpd00060_e': 0.9016601964504947, 'EX_cpd00305_e': 0.9016601964504947}"
B. vulgatus_gapfilled_64,"{'EX_cpd00635_e': 0.5518410995094999, 'EX_cpd00023_e': 0.551841099509892, 'EX_cpd00224_e': 0.5518410995128352, 'EX_cpd11595_e': 0.5518410995094999, 'EX_cpd01217_e': 0.551841099493478, 'EX_cpd00027_e': 0.5518410995090486, 'EX_cpd01171_e': 0.5518410995106875, 'EX_cpd00154_e': 0.5518410995089872, 'EX_cpd08306_e': 0.5518410995036603, 'EX_cpd00164_e': 0.5518410995036603, 'EX_cpd00309_e': 0.5518410995036603, 'EX_cpd00280_e': 0.551841099497657, 'EX_cpd00108_e': 0.5518410995068226, 'EX_cpd00159_e': 0.5518410995205543, 'EX_cpd00540_e': 0.5518410995068226, 'EX_cpd11597_e': 0.5518410995068226, 'EX_cpd08305_e': 0.5518410995068226, 'EX_cpd00396_e': 0.5518410995068226, 'EX_cpd00039_e': 0.5518410995068226, 'EX_cpd00011_e': 0.5518410995068226, 'EX_cpd00322_e': 0.9016601964483917, 'EX_cpd00111_e': 0.551841099508493, 'EX_cpd00028_e': 0.5518410995068226, 'EX_cpd00066_e': 0.5518410995068226, 'EX_cpd01188_e': 0.5518410995068226, 'EX_cpd00357_e': 0.5518410995172615, 'EX_cpd00136_e': 0.5518410995068226, 'EX_cpd03847_e': 0.5518410995068226, 'EX_cpd01080_e': 0.5518410995068226, 'EX_cpd03422_e': 0.5518410995068226, 'EX_cpd00010_e': 0.5518410995068226, 'EX_cpd00264_e': 0.5518410995153692, 'EX_cpd11606_e': 0.5518410995153692, 'EX_cpd00069_e': 0.5518410995068226, 'EX_cpd00060_e': 0.5518410995201062, 'EX_cpd00305_e': 0.5518410995153692}"
B. vulgatus_gapfilled_65,"{'EX_cpd00635_e': 0.7902507076848555, 'EX_cpd00023_e': 0.7902507077143054, 'EX_cpd00224_e': 0.7902507077143054, 'EX_cpd11595_e': 0.7902507076848555, 'EX_cpd01217_e': 0.7902507077198445, 'EX_cpd00027_e': 0.7902507076848555, 'EX_cpd01171_e': 0.7902507076848555, 'EX_cpd00154_e': 0.7902507076848555, 'EX_cpd08306_e': 0.7902507076848555, 'EX_cpd00164_e': 0.7902507076848555, 'EX_cpd00309_e': 0.7902507076848555, 'EX_cpd00280_e': 0.7902507076848555, 'EX_cpd00108_e': 0.7902507076848555, 'EX_cpd00159_e': 0.7902507076756755, 'EX_cpd00540_e': 0.7902507076848555, 'EX_cpd11597_e': 0.7902507076848555, 'EX_cpd08305_e': 0.7902507076848555, 'EX_cpd00396_e': 0.7902507076848555, 'EX_cpd00039_e': 0.7902507076848555, 'EX_cpd00011_e': 0.7902507076848555, 'EX_cpd00322_e': 2.6966217948717888, 'EX_cpd00111_e': 0.7902507076848555, 'EX_cpd00028_e': 0.7902507082434264, 'EX_cpd00066_e': 0.7902507076848555, 'EX_cpd01188_e': 0.7902507076848555, 'EX_cpd00357_e': 0.7902507076973923, 'EX_cpd00136_e': 0.7902507076848555, 'EX_cpd03847_e': 0.7902507076848555, 'EX_cpd01080_e': 0.7902507076848555, 'EX_cpd03422_e': 0.7902507076848555, 'EX_cpd00010_e': 0.7902507076848555, 'EX_cpd00264_e': 0.7902507076918185, 'EX_cpd11606_e': 0.7902507076918185, 'EX_cpd00069_e': 0.7902507076848555, 'EX_cpd00060_e': 0.7902507076848555, 'EX_cpd00305_e': 0.7902507076918185}"
B. vulgatus_gapfilled_66,"{'EX_cpd00635_e': 0.37351972262519006, 'EX_cpd00023_e': 0.3735197226236652, 'EX_cpd00224_e': 0.37351972262372934, 'EX_cpd11595_e': 0.37351972262519006, 'EX_cpd01217_e': 0.37351972262391, 'EX_cpd00027_e': 0.3735197226245658, 'EX_cpd01171_e': 0.37351972262519006, 'EX_cpd00154_e': 0.3735197226214527, 'EX_cpd08306_e': 0.3735197226253135, 'EX_cpd00164_e': 0.37351972262722466, 'EX_cpd00309_e': 0.37351972262722466, 'EX_cpd00280_e': 0.37351972262722466, 'EX_cpd00108_e': 0.3735197226266527, 'EX_cpd00159_e': 0.3735197226092155, 'EX_cpd00540_e': 0.37351972262722466, 'EX_cpd11597_e': 0.37351972262722466, 'EX_cpd08305_e': 0.37351972262722466, 'EX_cpd00396_e': 0.37351972262722466, 'EX_cpd00039_e': 0.37351972262722466, 'EX_cpd00011_e': 0.37351972262395655, 'EX_cpd00322_e': 0.9016601964504981, 'EX_cpd00111_e': 0.3735197226239411, 'EX_cpd00028_e': 0.3735197226228445, 'EX_cpd00066_e': 0.3735197226239411, 'EX_cpd01188_e': 0.3735197226228445, 'EX_cpd00357_e': 0.373519722627151, 'EX_cpd00136_e': 0.37351972262396693, 'EX_cpd03847_e': 0.3735197226229245, 'EX_cpd01080_e': 0.37351972262300703, 'EX_cpd03422_e': 0.3735197226244319, 'EX_cpd00010_e': 0.3735197226228445, 'EX_cpd00264_e': 0.37351972262393335, 'EX_cpd11606_e': 0.37351972262393335, 'EX_cpd00069_e': 0.3735197226228445, 'EX_cpd00060_e': 0.3735197226244319, 'EX_cpd00305_e': 0.37351972262393335}"
B. vulgatus_gapfilled_67,"{'EX_cpd00635_e': 2.6966217948717923, 'EX_cpd00023_e': 2.696621794861013, 'EX_cpd00224_e': 2.696621794861013, 'EX_cpd11595_e': 2.6966217948717923, 'EX_cpd01217_e': 2.696621794978004, 'EX_cpd00027_e': 2.6966217948717923, 'EX_cpd01171_e': 2.6966217948717923, 'EX_cpd00154_e': 2.6966217948717923, 'EX_cpd08306_e': 2.6966217948717923, 'EX_cpd00164_e': 2.6966217948717923, 'EX_cpd00309_e': 2.6966217948717923, 'EX_cpd00280_e': 2.6966217948717923, 'EX_cpd00108_e': 2.6966217948717923, 'EX_cpd00159_e': 2.6966217948046034, 'EX_cpd00540_e': 2.6966217948717923, 'EX_cpd11597_e': 2.6966217948717923, 'EX_cpd08305_e': 2.6966217948717923, 'EX_cpd00396_e': 2.6966217948717923, 'EX_cpd00039_e': 2.6966217948717923, 'EX_cpd00011_e': 2.6966217948717923, 'EX_cpd00322_e': 2.6966217948835745, 'EX_cpd00111_e': 2.6966217948835745, 'EX_cpd00028_e': 2.6966217948730677, 'EX_cpd00066_e': 2.6966217948835745, 'EX_cpd01188_e': 2.6966217948717923, 'EX_cpd00357_e': 2.6966217948698636, 'EX_cpd00136_e': 2.6966217948730677, 'EX_cpd03847_e': 2.6966217948835745, 'EX_cpd01080_e': 2.6966217948835745, 'EX_cpd03422_e': 2.6966217948835745, 'EX_cpd00010_e': 2.6966217948730677, 'EX_cpd00264_e': 2.6966217948835745, 'EX_cpd11606_e': 2.6966217948835745, 'EX_cpd00069_e': 2.6966217948730677, 'EX_cpd00060_e': 2.6966217948726974, 'EX_cpd00305_e': 2.6966217948835745}"
B. vulgatus_gapfilled_68,"{'EX_cpd00635_e': 0.9016601964472446, 'EX_cpd00023_e': 0.9016601964505968, 'EX_cpd00224_e': 0.901660196450536, 'EX_cpd11595_e': 0.9016601964472446, 'EX_cpd01217_e': 0.9016601964504947, 'EX_cpd00027_e': 0.9016601964484086, 'EX_cpd01171_e': 0.9016601964490949, 'EX_cpd00154_e': 0.9016601964490949, 'EX_cpd08306_e': 0.9016601964490949, 'EX_cpd00164_e': 0.9016601964490949, 'EX_cpd00309_e': 0.9016601964490949, 'EX_cpd00280_e': 0.9016601964490949, 'EX_cpd00108_e': 0.9016601964490949, 'EX_cpd00159_e': 0.9016601964504947, 'EX_cpd00540_e': 0.9016601964490949, 'EX_cpd11597_e': 0.9016601964490949, 'EX_cpd08305_e': 0.9016601964490949, 'EX_cpd00396_e': 0.9016601964490949, 'EX_cpd00039_e': 0.9016601964490949, 'EX_cpd00011_e': 0.9016601964490949, 'EX_cpd00322_e': 0.9016601964490949, 'EX_cpd00111_e': 0.9016601964490949, 'EX_cpd00028_e': 0.9016601964490949, 'EX_cpd00066_e': 0.9016601964490949, 'EX_cpd01188_e': 0.9016601964490949, 'EX_cpd00357_e': 2.157297435892094, 'EX_cpd00136_e': 0.9016601964490949, 'EX_cpd03847_e': 0.9016601964490949, 'EX_cpd01080_e': 0.9016601964490949, 'EX_cpd03422_e': 0.9016601964490949, 'EX_cpd00010_e': 0.9016601964490949, 'EX_cpd00264_e': 0.9016601964490949, 'EX_cpd11606_e': 0.9016601964490949, 'EX_cpd00069_e': 0.9016601964490949, 'EX_cpd00060_e': 0.9016601964490949, 'EX_cpd00305_e': 0.9016601964490949}"
B. vulgatus_gapfilled_69,"{'EX_cpd00635_e': 0.9016601964608743, 'EX_cpd00023_e': 0.9016601964474141, 'EX_cpd00224_e': 0.9016601964474141, 'EX_cpd11595_e': 0.9016601964608743, 'EX_cpd01217_e': 0.9016601964475448, 'EX_cpd00027_e': 0.9016601964552081, 'EX_cpd01171_e': 0.9016601964608743, 'EX_cpd00154_e': 0.9016601964423087, 'EX_cpd08306_e': 0.9016601963456778, 'EX_cpd00164_e': 0.901660196365431, 'EX_cpd00309_e': 0.901660196365431, 'EX_cpd00280_e': 0.901660196365431, 'EX_cpd00108_e': 0.901660196365431, 'EX_cpd00159_e': 0.9016601964500683, 'EX_cpd00540_e': 0.901660196365431, 'EX_cpd11597_e': 0.901660196365431, 'EX_cpd08305_e': 0.901660196365431, 'EX_cpd00396_e': 0.901660196365431, 'EX_cpd00039_e': 0.901660196365431, 'EX_cpd00011_e': 0.901660196365431, 'EX_cpd00322_e': 0.901660196365431, 'EX_cpd00111_e': 0.901660196365431, 'EX_cpd00028_e': 0.901660196365431, 'EX_cpd00066_e': 0.901660196365431, 'EX_cpd01188_e': 0.901660196365431, 'EX_cpd00357_e': 2.6966217948714415, 'EX_cpd00136_e': 0.901660196365431, 'EX_cpd03847_e': 0.901660196365431, 'EX_cpd01080_e': 0.901660196365431, 'EX_cpd03422_e': 0.901660196365431, 'EX_cpd00010_e': 0.901660196365431, 'EX_cpd00264_e': 0.901660196365431, 'EX_cpd11606_e': 0.901660196365431, 'EX_cpd00069_e': 0.901660196365431, 'EX_cpd00060_e': 0.901660196365431, 'EX_cpd00305_e': 0.901660196365431}"
B. vulgatus_gapfilled_7,"{'EX_cpd00635_e': 0.9016601964504947, 'EX_cpd00023_e': 0.9016601964503588, 'EX_cpd00224_e': 0.9016601964503588, 'EX_cpd11595_e': 0.9016601964504947, 'EX_cpd01217_e': 0.9016601964342991, 'EX_cpd00027_e': 0.9016601964504947, 'EX_cpd01171_e': 0.9016601964504947, 'EX_cpd00154_e': 0.9016601964504947, 'EX_cpd08306_e': 0.9016601964504947, 'EX_cpd00164_e': 0.9016601964504947, 'EX_cpd00309_e': 0.9016601964504947, 'EX_cpd00280_e': 0.9016601964504947, 'EX_cpd00108_e': 0.9016601964504947, 'EX_cpd00159_e': 0.9016601964504947, 'EX_cpd00540_e': 0.9016601964504947, 'EX_cpd11597_e': 0.9016601964504947, 'EX_cpd08305_e': 0.9016601964504947, 'EX_cpd00396_e': 0.9016601964504947, 'EX_cpd00039_e': 0.9016601964504947, 'EX_cpd00011_e': 0.9016601964504947, 'EX_cpd00322_e': 0.9016601964504947, 'EX_cpd00111_e': 0.9016601964504947, 'EX_cpd00028_e': 0.9016601964504947, 'EX_cpd00066_e': 0.9016601964504947, 'EX_cpd01188_e': 0.9016601964504947, 'EX_cpd00357_e': 2.1572974358974264, 'EX_cpd00136_e': 0.9016601964504947, 'EX_cpd03847_e': 0.9016601964504947, 'EX_cpd01080_e': 0.9016601964504947, 'EX_cpd03422_e': 0.9016601964504947, 'EX_cpd00010_e': 0.9016601964504947, 'EX_cpd00264_e': 0.9016601964504947, 'EX_cpd11606_e': 0.9016601964504947, 'EX_cpd00069_e': 0.9016601964504947, 'EX_cpd00060_e': 0.9016601964504947, 'EX_cpd00305_e': 0.9016601964504947}"
B. vulgatus_gapfilled_70,"{'EX_cpd00635_e': 0.9016601964520429, 'EX_cpd00023_e': 0.9016601964503973, 'EX_cpd00224_e': 0.9016601964504126, 'EX_cpd11595_e': 0.9016601964520429, 'EX_cpd01217_e': 0.9016601964477711, 'EX_cpd00027_e': 0.9016601964505869, 'EX_cpd01171_e': 0.9016601964511737, 'EX_cpd00154_e': 0.9016601964509338, 'EX_cpd08306_e': 0.9016601964501422, 'EX_cpd00164_e': 0.9016601964501422, 'EX_cpd00309_e': 0.9016601964501422, 'EX_cpd00280_e': 0.9016601964501422, 'EX_cpd00108_e': 0.9016601964501422, 'EX_cpd00159_e': 0.9016601964504944, 'EX_cpd00540_e': 0.9016601964501422, 'EX_cpd11597_e': 0.9016601964501422, 'EX_cpd08305_e': 0.9016601964501422, 'EX_cpd00396_e': 0.9016601964482782, 'EX_cpd00039_e': 0.9016601964501413, 'EX_cpd00011_e': 0.9016601964501413, 'EX_cpd00322_e': 0.9016601964501413, 'EX_cpd00111_e': 0.9016601964501413, 'EX_cpd00028_e': 0.9016601964501413, 'EX_cpd00066_e': 0.9016601964501413, 'EX_cpd01188_e': 0.9016601964501413, 'EX_cpd00357_e': 2.6966217948717492, 'EX_cpd00136_e': 0.9016601964501413, 'EX_cpd03847_e': 0.9016601964501413, 'EX_cpd01080_e': 0.9016601964496123, 'EX_cpd03422_e': 0.9016601964501413, 'EX_cpd00010_e': 0.9016601964501413, 'EX_cpd00264_e': 0.9016601964501413, 'EX_cpd11606_e': 0.9016601964501413, 'EX_cpd00069_e': 0.9016601964501413, 'EX_cpd00060_e': 0.9016601964501413, 'EX_cpd00305_e': 0.9016601964501413}"
B. vulgatus_gapfilled_71,"{'EX_cpd00635_e': 0.3550557245718068, 'EX_cpd00023_e': 0.3550557245714701, 'EX_cpd00224_e': 0.3550557245731342, 'EX_cpd11595_e': 0.3550557245718068, 'EX_cpd01217_e': 0.3550557245758603, 'EX_cpd00027_e': 0.3550557245719341, 'EX_cpd01171_e': 0.35505572457142487, 'EX_cpd00154_e': 0.35505572453807416, 'EX_cpd08306_e': 0.3550557245340008, 'EX_cpd00164_e': 0.3550557245340008, 'EX_cpd00309_e': 0.3550557245340008, 'EX_cpd00280_e': 0.3550557245340008, 'EX_cpd00108_e': 0.3550557245340008, 'EX_cpd00159_e': 0.3550557245764789, 'EX_cpd00540_e': 0.3550557245340008, 'EX_cpd11597_e': 0.3550557245340008, 'EX_cpd08305_e': 0.3550557245340008, 'EX_cpd00396_e': 0.3550557245340008, 'EX_cpd00039_e': 0.3550557245340008, 'EX_cpd00011_e': 0.3550557245716971, 'EX_cpd00322_e': 0.901660196450487, 'EX_cpd00111_e': 0.3550557245716971, 'EX_cpd00028_e': 0.3550557245716971, 'EX_cpd00066_e': 0.3550557245716971, 'EX_cpd01188_e': 0.3550557245716971, 'EX_cpd00357_e': 0.3550557245410414, 'EX_cpd00136_e': 0.3550557245716971, 'EX_cpd03847_e': 0.3550557245716971, 'EX_cpd01080_e': 0.3550557245716971, 'EX_cpd03422_e': 0.3550557245716971, 'EX_cpd00010_e': 0.3550557245716971, 'EX_cpd00264_e': 0.35505572456658113, 'EX_cpd11606_e': 0.35505572456658113, 'EX_cpd00069_e': 0.3550557245716971, 'EX_cpd00060_e': 0.3550557245716971, 'EX_cpd00305_e': 0.35505572456658113}"
B. vulgatus_gapfilled_72,"{'EX_cpd00635_e': 0.9016601964504957, 'EX_cpd00023_e': 0.9016601964073754, 'EX_cpd00224_e': 0.9016601964073754, 'EX_cpd11595_e': 0.9016601964504957, 'EX_cpd01217_e': 0.9016601964073754, 'EX_cpd00027_e': 0.9016601964504957, 'EX_cpd01171_e': 0.9016601964504957, 'EX_cpd00154_e': 0.9016601964504957, 'EX_cpd08306_e': 0.9016601964504957, 'EX_cpd00164_e': 0.9016601964504957, 'EX_cpd00309_e': 0.9016601964504957, 'EX_cpd00280_e': 0.9016601964504957, 'EX_cpd00108_e': 0.9016601964504957, 'EX_cpd00159_e': 0.9016601964504944, 'EX_cpd00540_e': 0.9016601964504957, 'EX_cpd11597_e': 0.9016601964504957, 'EX_cpd08305_e': 0.9016601964504957, 'EX_cpd00396_e': 0.9016601964504957, 'EX_cpd00039_e': 0.9016601964504957, 'EX_cpd00011_e': 0.9016601964504957, 'EX_cpd00322_e': 0.9016601964504957, 'EX_cpd00111_e': 0.9016601964504957, 'EX_cpd00028_e': 0.9016601964504957, 'EX_cpd00066_e': 0.9016601964504957, 'EX_cpd01188_e': 0.9016601964504957, 'EX_cpd00357_e': 2.696621794871285, 'EX_cpd00136_e': 0.9016601964504957, 'EX_cpd03847_e': 0.9016601964504957, 'EX_cpd01080_e': 0.9016601964504957, 'EX_cpd03422_e': 0.9016601964504957, 'EX_cpd00010_e': 0.9016601964504957, 'EX_cpd00264_e': 0.9016601964504957, 'EX_cpd11606_e': 0.9016601964504957, 'EX_cpd00069_e': 0.9016601964504957, 'EX_cpd00060_e': 0.9016601964504957, 'EX_cpd00305_e': 0.9016601964504957}"
B. vulgatus_gapfilled_73,"{'EX_cpd00635_e': 0.31166859906490224, 'EX_cpd00023_e': 0.31166859914751893, 'EX_cpd00224_e': 0.3116685989341725, 'EX_cpd11595_e': 0.31166859906490224, 'EX_cpd01217_e': 0.31166859892442483, 'EX_cpd00027_e': 0.3116685990652746, 'EX_cpd01171_e': 0.31166859906498967, 'EX_cpd00154_e': 0.31166859906541505, 'EX_cpd08306_e': 0.3116685990654151, 'EX_cpd00164_e': 0.3116685990654151, 'EX_cpd00309_e': 0.3116685990654151, 'EX_cpd00280_e': 0.3116685990654151, 'EX_cpd00108_e': 0.3116685990654151, 'EX_cpd00159_e': 0.31166859906509675, 'EX_cpd00540_e': 0.311668599065415, 'EX_cpd11597_e': 0.3116685990654151, 'EX_cpd08305_e': 0.3116685990654151, 'EX_cpd00396_e': 0.3116685990654151, 'EX_cpd00039_e': 0.3116685990654151, 'EX_cpd00011_e': 0.3116685990654151, 'EX_cpd00322_e': 0.9016601965079104, 'EX_cpd00111_e': 0.31166859906545574, 'EX_cpd00028_e': 0.3116685990654151, 'EX_cpd00066_e': 0.3116685990654151, 'EX_cpd01188_e': 0.3116685990654151, 'EX_cpd00357_e': 0.31166859906522343, 'EX_cpd00136_e': 0.3116685990654151, 'EX_cpd03847_e': 0.3116685990654151, 'EX_cpd01080_e': 0.3116685990655093, 'EX_cpd03422_e': 0.3116685990654151, 'EX_cpd00010_e': 0.3116685990654151, 'EX_cpd00264_e': 0.3116685998147114, 'EX_cpd11606_e': 0.3116685998147114, 'EX_cpd00069_e': 0.3116685990654151, 'EX_cpd00060_e': 0.3116685990654151, 'EX_cpd00305_e': 0.3116685998147114}"
B. vulgatus_gapfilled_74,"{'EX_cpd00635_e': 1.188313348245614, 'EX_cpd00023_e': 1.1883133482456143, 'EX_cpd00224_e': 1.1883133482470878, 'EX_cpd11595_e': 1.188313348245614, 'EX_cpd01217_e': 1.188313348252459, 'EX_cpd00027_e': 1.188313348245614, 'EX_cpd01171_e': 1.188313348245614, 'EX_cpd00154_e': 1.188313348245614, 'EX_cpd08306_e': 1.188313348245614, 'EX_cpd00164_e': 1.188313348245614, 'EX_cpd00309_e': 1.188313348245614, 'EX_cpd00280_e': 1.188313348245614, 'EX_cpd00108_e': 1.188313348245614, 'EX_cpd00159_e': 1.1883133482450086, 'EX_cpd00540_e': 1.188313348245614, 'EX_cpd11597_e': 1.188313348245614, 'EX_cpd08305_e': 1.188313348245614, 'EX_cpd00396_e': 1.188313348245614, 'EX_cpd00039_e': 1.188313348245614, 'EX_cpd00011_e': 1.188313348245614, 'EX_cpd00322_e': 1.188313348245614, 'EX_cpd00111_e': 1.1883133482285104, 'EX_cpd00028_e': 1.1883133482446215, 'EX_cpd00066_e': 1.1883133482446215, 'EX_cpd01188_e': 1.2567981203135468, 'EX_cpd00357_e': 1.1883133482459443, 'EX_cpd00136_e': 1.1883133482446215, 'EX_cpd03847_e': 1.1883133482446215, 'EX_cpd01080_e': 1.1883133482457287, 'EX_cpd03422_e': 1.1883133482446215, 'EX_cpd00010_e': 1.1883133482446215, 'EX_cpd00264_e': 1.188313348245614, 'EX_cpd11606_e': 1.188313348245614, 'EX_cpd00069_e': 1.1883133482446215, 'EX_cpd00060_e': 1.1883133482475337, 'EX_cpd00305_e': 1.188313348245614}"
B. vulgatus_gapfilled_75,"{'EX_cpd00635_e': 0.11128615819209062, 'EX_cpd00023_e': 0.11128615819595045, 'EX_cpd00224_e': 0.11128615819595045, 'EX_cpd11595_e': 0.11128615819209062, 'EX_cpd01217_e': 0.11128615819470014, 'EX_cpd00027_e': 0.11128615819209062, 'EX_cpd01171_e': 0.1112861581920906, 'EX_cpd00154_e': 0.1112861581920906, 'EX_cpd08306_e': 0.1112861581920906, 'EX_cpd00164_e': 0.1112861581920906, 'EX_cpd00309_e': 0.1112861581920906, 'EX_cpd00280_e': 0.1112861581920906, 'EX_cpd00108_e': 0.1112861581920906, 'EX_cpd00159_e': 0.11128615819209058, 'EX_cpd00540_e': 0.1112861581920906, 'EX_cpd11597_e': 0.1112861581920906, 'EX_cpd08305_e': 0.1112861581920906, 'EX_cpd00396_e': 0.11128615819209049, 'EX_cpd00039_e': 0.11128615819209065, 'EX_cpd00011_e': 0.11128615819209065, 'EX_cpd00322_e': 0.11128615819285595, 'EX_cpd00111_e': 0.11128615819215053, 'EX_cpd00028_e': 0.11128615819209065, 'EX_cpd00066_e': 0.11128615819215053, 'EX_cpd01188_e': 0.11128615819209065, 'EX_cpd00357_e': 0.11128615819209058, 'EX_cpd00136_e': 0.11128615819209065, 'EX_cpd03847_e': 0.9016601964504823, 'EX_cpd01080_e': 0.11128615819215053, 'EX_cpd03422_e': 0.11128615819209065, 'EX_cpd00010_e': 0.11128615819209065, 'EX_cpd00264_e': 0.11128615819215053, 'EX_cpd11606_e': 0.11128615819215053, 'EX_cpd00069_e': 0.11128615819209065, 'EX_cpd00060_e': 0.11128615819209065, 'EX_cpd00305_e': 0.11128615819215053}"
